"","text","emotion","polarity"
"2994","watchdancingur song flashmob mannequinchallenge wheelchairdanceinfiniteinclusion disability","unknown","positive"
"2995","my disability is the lack there of a will to live","joy","neutral"
"2996","proof trump was not mocking disabled person","unknown","negative"
"2997","disability rights also recommend a local sliding scale clinic that provides mental health services","unknown","positive"
"2998","youtubejarred is almost certainly receiveing his main income from disability him and tia make a comfortable living from it","joy","positive"
"2999","essay dissertation help disability mythsclick for help","unknown","positive"
"3000","because id rather have a disability than apoisonous heart","joy","positive"
"3001","let me find out these little stupid ignorant ass kids bullying my little sister because of her disability","surprise","negative"
"3002","she was like a guard for barely a month got hurt got on a disability then got fired when her disability ran out","joy","neutral"
"3003","iphone game familiesusaaustralianstory asd disability adhd au","unknown","negative"
"3004","stakeholders in disability sector always actively involved in our plans for personswdisability au","unknown","positive"
"3005","accessibilityiphoneapple

make your iphone work for your disability love this","joy","positive"
"3006","could you send me details of this im already suing tsa over other disability issuestsacom","unknown","positive"
"3007","michael sullivan to speak out people with intellectual disability need to see other people with intellectual disabili","unknown","negative"
"3008","a oyearold man mocking a human beings disability like ayear old presidentelect electoral college help","joy","neutral"
"3009","im the bread winner with k total young children amp multiple sclerosis and no disability policy","unknown","neutral"
"3010","i hear you but i have fond memories of our ex scumbag chancellorwho slashed disability benefits getting booed at the paralympics","joy","positive"
"3011","ha im not gong near anyone who might acceptof who my daughter is lgbtq disability intersectinclusion","joy","positive"
"3012","benefits disaster as sturgeon halts disability and welfare payments plan on the sly

nicola sturgeon is facing","unknown","negative"
"3013","this is the person that is going to lead your country you wanna call ppl out start with your disgraceful presiden","unknown","negative"
"3014","thank youfor cosponsoring the disability integration actdiatoday ourhomesnotnursinghomes disabilityrights http","unknown","positive"
"3015","colleges with the best learning disability programs photos","unknown","positive"
"3016","its beenmos avg wait time to hear from social securitymos patiencerunningout somebodyhelpme disability mentalhealthmatters","unknown","positive"
"3017","unblocked you momentarily to shout theres only adisability benefit fraud rate you cunt","unknown","neutral"
"3018","i am sorry for this but did you speak to jk campaign for position on disability issues","sadness","negative"
"3019","i met christopherreeves at party years ago he was a very nice guy i didnt know years later myboys would be in wheelch","unknown","positive"
"3020","our blog is a mustread for anyone who believes in the power of advocacydisability writing amwriting","unknown","positive"
"3021","disability planning is a very complicated octopus it has lots of tentaclesby","unknown","negative"
"3022","im not patient ill admit that but then why would somebody with a learning disability be patient huh","unknown","positive"
"3023","can you recommend anyone for this job intermediate disability claim specialisttoronto on hiring","unknown","neutral"
"3024","thanksfor covering my accessallareas bill calling for disability training for taxi drivers nd reading on","unknown","negative"
"3025","my story about disability history and time travel can be see at","unknown","positive"
"3026","i honestly love the accessibility settings its made to really accomodate anybody with any disability ️","joy","positive"
"3027","disability equality show hits the road","unknown","negative"
"3028","disability inclusive development advisor at cbm nigeria","unknown","positive"
"3029","i feel this so hard i have mctd amp arthritis and ppl have very little understandingawareness of invisible illnessdisability","unknown","negative"
"3030","your disability shouldnt stop you","unknown","positive"
"3031","you can actually hear someone laugh like its funny to disrespect a kid with a disability my heart breaks f","joy","neutral"
"3032","good for you thank you i could only afforddisability hard to make itamonth worked foryears","joy","neutral"
"3033","mental amp substance use disorders will be the major cause of disability intvdsbcares addictionmatters","unknown","positive"
"3034","i wish i got some welfare or atleast some disability","unknown","positive"
"3035","germanlebensunwertes leben eventually was expanded to any disability children adults","unknown","positive"
"3036","earlier today in disability thinking new blogging plan","unknown","positive"
"3037","easyusaytry living with a disability without transit how do you pay the bills thxcbcmorethanliveshere","unknown","negative"
"3038","tory govt systematically undermining disabled peoples rights says un sign the petition amp rt 
disability labour","unknown","neutral"
"3039","when you cant workdisabilityback injury and your government says we are cutting you outand they know there is nothing ucando","unknown","neutral"
"3040","gaten matarazzo talking about his disability hes such a sweetheart","unknown","negative"
"3041","you dont get it we the people votedget over yourselves and report unbiased news","sadness","negative"
"3042","how much longer till falling for click bait is considered a disability","unknown","negative"
"3043","video autism finger jumpingstockholm asd disability adhd se","unknown","positive"
"3044","saturday january thin washington dc
disability women rights march eastcoast","unknown","positive"
"3045","disability disclosure what why how when disclosing a disability shows your comm skills amp allows you to expres","unknown","positive"
"3046","check out my comprehensive list of disability national resourcessensory friends","unknown","negative"
"3047","because disability does not change from provinceprovince","unknown","positive"
"3048","they feel poverty is a moral disability theresistance","unknown","neutral"
"3049","i wanna rock attempt to play the drums in mid airdisabilitytech disability wannaberocker","unknown","negative"
"3050","huntingtonsdisease disability strategiesdenials amp appeals hd","unknown","positive"
"3051","for disabled clients you have to become their advocateby","unknown","negative"
"3052","ive often wondered about the veracity of the idea that trump bothered to discredit a reporter for his being","unknown","neutral"
"3053","eg how we use symptoms of disability to portray the horrific the real beliefs that comes from and perpetuates and","fear","negative"
"3054","them dont let your diagnosis define your ability 

thats what a disability is though abledpeopleareexhausting","unknown","positive"
"3055","i like to kill people thats my disability","joy","neutral"
"3056","my uncle just called his son who has a genuine mental disability that he was retarded 

i hate everything kill me","anger","negative"
"3057","aroundof australians nearlymillion live with a disability much work still needs to be done to relieve","joy","positive"
"3058","again he wasnt waving his hands to mimic disability more his weakness on changing story","joy","neutral"
"3059","someone remind me sometime to write that essayblog postpersonal narrative on epilepsy particularly disability in general and horror","disgust","negative"
"3060","to increase medical provider amp clergy understanding spend time at home w a family caring for member w disability","joy","positive"
"3061","man yall dont believe me but im telling youkanye has some form of a learning disability take him with a grain of salt","unknown","negative"
"3062","disability and sexuality finally talking about sex
by ilanna mandeldisability sexuality","unknown","positive"
"3063","disability isnt just a health issueits a justice issue its an education issue its an employment issue","unknown","positive"
"3064","job disability assessorscounty derrydonard recruitmentderryderry","unknown","negative"
"3065","autism communicate through drawingsstockholm asd disability adhd se","unknown","positive"
"3066","can deficiency inversion target learning proficiency edtech biotech bioinformatics","unknown","neutral"
"3067","what are youif youre over that age then you have some kind of learning disability","joy","positive"
"3068","mobility carrier wheelchair electric scooter rack hitch disability medical ramp","unknown","negative"
"3069","cpag invites you to the auckland launch of barriers to support
uptake of the child disability allowance in otara","unknown","neutral"
"3070","failed thanks toampwho talked it outhow low can tory mps sink idanielblake","sadness","negative"
"3071","great series re help and support for the financial side of a cancer diagnosis cancercosts disability","joy","positive"
"3072","painting for peace the young iraqi artist overcoming her disabilityin spite of having","anger","negative"
"3073","just giving you the facts only white client has a disability not race issue","unknown","positive"
"3074","disability and social factors may influence readmission rates for medicare patients","unknown","positive"
"3075","there is such a thing as being so disabled u cant keep up whealth management to mitigate your disability","unknown","negative"
"3076","yah why no veterans disable poor blacks cant do homebiz and create their own job vs ur fraud disability jobs","sadness","negative"
"3077","idc who a bitch think she is let me see someone disrespect a person because of a disability and hell will break loose","unknown","negative"
"3078","outtakes the eighth disability culture cabaret is happening at access living check out this live video","joy","positive"
"3079","gentle reminder that it is ableism to treat accommodations for physical disabilitymental illness as luxuries","unknown","neutral"
"3080","resetting up myself all while im in between doctors and trying to seek treatment for a disability i didnt realize i had til recently","unknown","negative"
"3081","i didnt say that was ok i said trumps defense was that he didnt mimic that reporters disability","unknown","positive"
"3082","i so know he didnt im disabled i know he didnt make fun so stop believing lies","unknown","negative"
"3083","heres a tribute to the friends weve lost we will never forget themdisability writing amwr","unknown","negative"
"3084","heres a post about the right of those who are nonverbal to be understooddisability writing amwriting mustread","unknown","negative"
"3085","heres a tribute to the friends weve lost we will never forget themdisability writing amwriting mustread","unknown","negative"
"3086","a serious disability aint a cult","unknown","negative"
"3087","being nonverbal does not alter a persons right to be understooddisability writing amwriting mustread","unknown","neutral"
"3088","so important for taxi drivers who can lose license through lack of disability awareness","unknown","negative"
"3089","im tired of this whole my childs disability affects me more than it affects them thing","disgust","negative"
"3090","helping my mom with her display for disability visibilitychildrens library 
friends fave kidlit books w differently abled characters","unknown","positive"
"3091","bymental amp substance use disorders will surpass all diseases as the major cause of disability worldwide","unknown","positive"
"3092","beyond creationsocial disability","unknown","positive"
"3093","somalias first paralympian aims to spread disability sport in his homeland","unknown","positive"
"3094","we are unoproud to have actor and advocatefromas fallcommencement speaker","unknown","positive"
"3095","doc or dentist learn how you can gain more choice and control if you were to become partially or fully disabled","unknown","neutral"
"3096","promote your disabilityawarenessweek event with our free poster atidpwd","unknown","positive"
"3097","this wasnt about his disability this was poor acting while he was describing a left shilling","sadness","negative"
"3098","please pm me for idea on creating awareness surrounding mental health and all disability i run a business in uknot a crazy fan","joy","neutral"
"3099","kansasdisability expert sees rise in inclusive language","unknown","positive"
"3100","others who might have new things to hide in trumps world anyone who is lgbt amp hasnt come out or has invisible healthdis","disgust","positive"
"3101","what are you going to do in your administration to protect social security disability for those who need it","joy","neutral"
"3102","directordiscussing moeen centres future with astaccessibility toronto disability empower","unknown","positive"
"3103","people w intellectual disability not mentioned in draft national mental health plan help us speak up about this http","unknown","negative"
"3104","sexual assault denying rent to blacks mocking disability and hiring white supremacists maybe defrauding students doesnt need coverage","unknown","negative"
"3105","you dont treat kids like that especially when they have some kind of disability","joy","positive"
"3106","girl looking for help for disability","unknown","positive"
"3107","best part of my friday night watching my son at drum lessons years after being told his disability would limit himnot this kid","joy","positive"
"3108","good work son the future of mental disability is on your shoulders","joy","positive"
"3109","iphone game familiesusasweden asd disability adhd se","unknown","negative"
"3110","courtney is so disrespectful shes making fun of nemos fin disability","unknown","negative"
"3111","hes overrated our guilt over his disability gives him a false platform hes not even a topscience mind dont believe him","sadness","negative"
"3112","a call to armsallies we need you disability
look at the terrifying history of what other authoritarians have do","unknown","negative"
"3113","the latest weekly noir disability amp sexualitythanks tolove disability","unknown","positive"
"3114","its business as usual the topic of disability in the workplace and the impact of nti on it","unknown","positive"
"3115","need more hcd for people with disability clothing innovation","unknown","neutral"
"3116","the disability cull continues","unknown","positive"
"3117","ssdi veterans day initiative speeds up veterans disability insurance ssdi

called ehealth exchange a new","unknown","positive"
"3118","new research from bdf memberof uk workers think disability is still a barrier to career progression http","unknown","positive"
"3119","others who might have new things to hide in trumps world anyone who is lgbt amp hasnt come out or has invisible healthdisability issues","disgust","positive"
"3120","great initiative by bupa responding to clear wishes of people living with disability and carers","joy","positive"
"3121","terrific resource for educators natl center on disability amp journalism","surprise","positive"
"3122","who do you know that may need help getting dressed due to an injury or disability you can get involved and","sadness","negative"
"3123","dyk traumatic brain injury tbi is a major cause of death amp disability in the us get the factsh","sadness","negative"
"3124","i remember mr hassan when i was able to visit regularly before my disability he was beyond courteous friendly","joy","positive"
"3125","absolutely disgusting how dare you treat a child like this let alone one with a disability","disgust","neutral"
"3126","falls are the leading cause of death and disability in older adults","unknown","neutral"
"3127","idanielblakeconscious cruelty of tories knows","fear","negative"
"3128","on top of medical costs a disability of a child costs year donateourcauseand let me know","surprise","positive"
"3129","aus mother pushes for better visibility of children with disability in advertising","unknown","positive"
"3130","im concerned about disability issues for the nextyears but i know my concerns r","unknown","negative"
"3131","can you get disability for being single



legal news lawyers","sadness","negative"
"3132","free webinar dyscalculia the forgotten math learning disability","unknown","positive"
"3133","beedemlawoffice aetna life insurance co facing longterm disability lawsuit read blog","unknown","positive"
"3134","im smart capableish but mostly homebound because of disability what can i do to help effect change","unknown","positive"
"3135","full bore disability","sadness","negative"
"3136","im on disability income and my mom uses most of it for mortage and other bullshit i dont have many options y w","unknown","positive"
"3137","imagine if i could go to space some day i probably wouldnt be able to cause of disability stuff but it would be neat","unknown","neutral"
"3138","redditors with disabilities what is your disability if you dont mind and how could those without disabilities interact with you better","unknown","neutral"
"3139","a post about the unconditional love between siblings involving disabilitywriting amwriting mustread","joy","positive"
"3140","seeing anyone with a disorder or disability bums me the fuck out","unknown","negative"
"3141","this is a thoughtful post about the beauty and power of diversitydisability writing amwriting mustread","unknown","positive"
"3142","this is a really weird way to get a free car while on disability","sadness","negative"
"3143","the real story press lied to conceal they were wrong about astory","unknown","neutral"
"3144","video autism music therapy sessioncanberra asd disability adhd au","unknown","positive"
"3145","oh ew at the new capt being so sarcastic over that guys disability so we have an eye witness who cant see faces rosewood","unknown","negative"
"3146","aye pretty much because of my disability it took me an hour and half to chop veggies for pasta sauce now","unknown","neutral"
"3147","heres a post about being the father of a child with a developmental disabilitywriting amwriting mustread","unknown","negative"
"3148","whos an activist retired athletes views on the paralympic games and disability equality fyi","unknown","positive"
"3149","having a developmental disability does not alter a persons right to inclusionwriting amwriting mustread","unknown","neutral"
"3150","ive mobility disability regularly use onlinebut cant take advantage of doublepoints redeem offer discrimination","unknown","neutral"
"3151","how do you tell the wonderful girl you babysit her future president will mock her disability like he did to a reporte","joy","positive"
"3152","helpmubu the morph a project with a cause crowdfunding campaign iartg disability","unknown","positive"
"3153","amr always looks forward to the annual nwcdconf join us in new orleans as we explore the latest in workerscomp and disability","unknown","positive"
"3154","no st amendment for him obey this drunk disability fraud tcot ccot p disabilityfraud alcoholic deadbeat","unknown","negative"
"3155","disability in entertainment arts cheese crackers blank slate","unknown","positive"
"3156","things to know about cas ab on disability access cre socala oc ie coachella ventura ada","sadness","positive"
"3157","disability benefits and the social security act landmark ebooks","unknown","positive"
"3158","secrets specialneeds moms know but wont tell you
 autism disability parenting","unknown","positive"
"3159","epfrom nurse to solo attorney w karen levian a cool story of how one nurse became a disability law attorney","unknown","positive"
"3160","the only disability is a bad attitude think positive surround yourself with positive people amp you can do anything","sadness","neutral"
"3161","the disability visibility project","unknown","positive"
"3162","the show is hysterical because its all true everything this family goes through is stuff my family went through with my disability","fear","negative"
"3163","my th grade teacher verbally abused me despite the fact i had a learning disabilityhad to be pulled out and was homesc","anger","negative"
"3164","how does erisa affect the way employersponsored disability insurance claims are handled","joy","negative"
"3165","taking my clients to a disability party im so lit pushing one of my consumer in a wheelchair","unknown","positive"
"3166","the latest the victor malone reportdisability trump","unknown","positive"
"3167","great meeting you today paul amp learning about your work on disability studies check outamp","joy","positive"
"3168","un urged to act over uk governments unacceptable dismissal of report on disability","unknown","negative"
"3169","soon to be revealed in local amp national press please donate if you can and rt thank youimmigra","joy","positive"
"3170","no i mean like disability and unemployment and shit the ones that dont need it and could get a job if they wanted tolazy","joy","negative"
"3171","assistant director of disability services programstudent lifediversityjobs jobs","unknown","positive"
"3172","i do believe it needs noting thatis the first ever band to acknowledge the disabled viewing area","unknown","neutral"
"3173","sickness disability widowhood old age or other lack of livelihood in circumstances beyond his controlmotherhood and childhood are","unknown","negative"
"3174","he is looking for disability checklol","unknown","positive"
"3175","nah theyd just deny him benefits or disability until he died and then shrug","unknown","negative"
"3176","volunteers support our givingtuesday campaign thank you theresa amp jessie amp tim fromw","unknown","positive"
"3177","have faith in your own voiceinforms amp inspires disability","unknown","positive"
"3178","it makes me so angry how often disability is left out of the representation discussion","anger","negative"
"3179","inof todaysyos will become disable before ageampof the private sector workforce has no long term disability","unknown","neutral"
"3180","i advise anyone to take short term disability anytime an employer offers it my emp offers it for free","unknown","positive"
"3181","faqs about social security disability law that applies to ssdi","unknown","positive"
"3182","what can be done when your social security disability claim is denied","unknown","positive"
"3183","how about also looking at veterans who have to pay back ssb bonus before getting disability pay","unknown","neutral"
"3184","sometimes i actually think i have a learning disability","unknown","positive"
"3185","what are the steps involved in filing for social security disability in oklahoma city okvia","unknown","positive"
"3186","is hiringaccessibility amp inclusion consultantsdisability employment","unknown","positive"
"3187","im on full disability due to ms","unknown","positive"
"3188","psychologist gives learning disability and brain workshop in greenwichgreenwich time","unknown","positive"
"3189","your tax dollars at work folks he can get up to cook to increase his bulk more money for his disability tcot","sadness","negative"
"3190","please rt blind former social security employee sues for disability discrimination","joy","neutral"
"3191","bentonville mcdonalds to payto settleeeoc disability discrimination suithumanresources","unknown","negative"
"3192","how far has bc come in terms of accessibility rick hansen weighs in accessibility disability","unknown","positive"
"3193","interesting","unknown","positive"
"3194","im sorry if you have a mental disability and dont understand gg means good game","joy","negative"
"3195","the pitfalls of letting big health firms into nsw m disability services market","unknown","positive"
"3196","way too easy to generalize what mental illness could qualify as in regards to a gun but try to get disability for it lmao omg","sadness","negative"
"3197","check out tr stairlift for the people with motion disability by ekodarna on","unknown","negative"
"3198","struggling more with disability in the aftermath of the electionstress like this makes everything harder","joy","positive"
"3199","becoming disabled led me to question my judaismthen brought me backdisability interfaith jewish","unknown","negative"
"3200","the caredirections podcast has launched listen in to all the latest news in the aged and disability sectors","unknown","positive"
"3201","th november 
well doneto my friendand wheelchair fencing buddypiers gilliver onyourdisability","unknown","positive"
"3202","benefits disaster as sturgeon halts disability and welfare payments plan on the slyanother fine mess by the snp","unknown","neutral"
"3203","barbaslaw compensation for permanent total disability read blog","unknown","negative"
"3204","be great if the brave amp inspirational tweets retranslated into action for ppl w dementia amp disability","joy","positive"
"3205","an acquaintance had friday night dinner with me every week for two months before we talked about my disability

he","unknown","positive"
"3206","was sneakily talking down the taxi driver disability training bill your idea
if no who asked you to do it","unknown","negative"
"3207","medtronics solitaire device earns expanded fda indication to reduce strokerelated disability","unknown","positive"
"3208","most good employers offer short term disability it should be a free market offering i used it twice","joy","positive"
"3209","why would falling disability benefits cause people to stop workingcepr blog","unknown","positive"
"3210","visit our blog for topics like advocacy diversity dignity amp respectdisability writing amwriting mustread","joy","positive"
"3211","stupidity is not a disability its a choice 

how to know if youre stupid

 if you ever asked can i ask a","surprise","negative"
"3212","the latest unique and exciting eyh updatesthanks todisabilit","joy","positive"
"3213","you dont know what you dont know thank you wendy for speaking out as a mother of a child with a disability","unknown","neutral"
"3214","the importance of being a father is the subject of this heartfelt postdisability writing amwriting mustread","unknown","positive"
"3215","learn how researchers in specialeducation think the election will impact our field attend this webinar","unknown","neutral"
"3216","when people say trump made fun of a disabled reporter as fact its disgusting","disgust","negative"
"3217","assistant director of disability services programstudent lifeuniversity of denverdenver co","unknown","positive"
"3218","this is the best thing ive seen

 a beautiful little girl with a disability and an amazing voice","surprise","positive"
"3219","ks managed caretax cutsyr waiting listdd services were not treading water were drowning","unknown","negative"
"3220","you talked out the disability training bill for taxi drivers why
so many wont stop for wheelchair users","unknown","negative"
"3221","what it means to live with a disability and a sex drive cfs mecfs","joy","positive"
"3222","the latest unique and exciting eyh updatesthanks todisability autism","joy","positive"
"3223","lastly reminder thread read for my fellows with mental illnesstraumadisability afraid of how to carry on fighting when","fear","negative"
"3224","swag onhigh school senior uses disability to educate classmates on acceptence","unknown","negative"
"3225","you think i dont know whats been happening with my sonwait till i heal him of his disability and kill all of you scum who mislead cherena","unknown","negative"
"3226","dave hingsburgeridentityfirst language not person first as it assumes personhood not present when disability is present","unknown","positive"
"3227","guidance from the department of justice reaffirming discrimination based on disability is a violation of human","unknown","negative"
"3228","except it doesnt actually say what you said and btw high functioning describes a level of disability now i get it","anger","negative"
"3229","large salaries spiked pensions and disability claims there i said it why in the hell does any muni employee make over","unknown","negative"
"3230","why apologize most of its good advice except i personally cant wear heels bc of disability","joy","positive"
"3231","disability sensitivity training 

great video to show at work and in schools 
as they sing theres no need http","joy","neutral"
"3232","carol u must be a great mother to raise someone with such integrity courage and patriotism his disability is","joy","positive"
"3233","welfare review held over sickness and disability benefitswork and pensions secretary damian green held a w","unknown","neutral"
"3234","dave hingsburgeridentityfirst language not person first as it assumes personhood not present when disability is present hwipce","unknown","positive"
"3235","please help amp support our disability dance group local motion dance by clicking linkvoting closes inmins x","joy","positive"
"3236","they can refuse services to anyone as long as they are not a member of a protected class gender age race disability etc","unknown","negative"
"3237","savings from bedroom tax and cuts to disability allowance should balance it outpalace to get m refurbishment","sadness","negative"
"3238","wants more power just not now as she would have to stop blaming the english","unknown","positive"
"3239","the tories eventually that stinks really going to noticetoriesmustgo torydisability s","unknown","positive"
"3240","people are only temporarily nondisabled we all need accessibility universal design amp disability rights lls latelate","unknown","neutral"
"3241","i should probably start putting major depression has a disability for jobs but i never will","sadness","neutral"
"3242","lol since when does havingnot having a disability correlate with the type of car you drive","unknown","positive"
"3243","are you suffering from a serious illness injury or disability that prevents you from working plbsmh socialsecuritydisability","sadness","negative"
"3244","thrilled to be awarded disability sports performer for the second year running it means a lot to have this recogni","unknown","positive"
"3245","jake just said to me i really think our next dog should be one with a disability","unknown","positive"
"3246","somerset county selects winners of disability advocates awards including an otr occupationaltherapy","unknown","positive"
"3247","it was truly disgusting to watch tom pursglove and sheryll murray mp talk outbill on disability training fo","disgust","negative"
"3248","by an actor with a disability and not an able bodied actor for once","unknown","positive"
"3249","correct and trump did mock a disabled reporter just not for his disability","unknown","neutral"
"3250","its so candid about disability and race while also being hilarious and the character with a disability is actually played","joy","positive"
"3251","stannah usa stannahstraight stairlift","unknown","positive"
"3252","supreme court on novwill review tx standards for intellectual disability in death penalty cases","unknown","neutral"
"3253","giving back is more than a moment its a movement dabc is participating in givingtuesday on novmore info","unknown","positive"
"3254","swan mills adopting a puppy from a shelter with a disability so they can give him the best in the world amp a kitten","unknown","positive"
"3255","director of disability services programstudent lifeuniversity of denverdenver co","unknown","positive"
"3256","the joke here is that because of my disability im always tired it me","disgust","neutral"
"3257","yesmy disability is you","unknown","positive"
"3258","racism is not a disease or a disability 

it is a learned choice","unknown","negative"
"3259","heres a post about how we always have the choice to embrace acceptancedisability writing amwriting mustread","unknown","neutral"
"3260","is hollywood ableist
articleauthor works at
representationglaad ableism disability","unknown","positive"
"3261","kinda weird when a prominent editor known for being disability inclusive amp with whom youve never had a single interaction has you blocked","unknown","neutral"
"3262","micah fowler star of speechless spoke toabout his experiences as an actor w disabilityhis new role","unknown","positive"
"3263","i work with kids and most bullies focus on gender nonconformity then race esp immigrants then disability","unknown","neutral"
"3264","lt lt lt so worried about loved ones and basically everyone in the disability community","unknown","negative"
"3265","check out our volunteer jons new account all about disability sport and what he gets up to","unknown","negative"
"3266","join the mercy team see our latest job opening herehealthcare saintlouis mo hiring","unknown","neutral"
"3267","hey lisa all other aar disability sessions will be in one room near exhibit hall preconf workshop was out of our control","joy","positive"
"3268","what is neurofeedback for autismdisability adhd us asd","unknown","positive"
"3269","excellent workbringing much needed focus to preventing the abuse of women w disability","unknown","neutral"
"3270","stayathome spouses wear many hats protect the value of your work with our new disability income insurance","joy","positive"
"3271","are you an occupational health expert share your views on workandhealth and how best to improve support","unknown","positive"
"3272","ceo jess may on why you need to know people with a disability in the workforce help profit","unknown","positive"
"3273","this guy at work wont stop talking to me about sectiondisability what the fuck even is that","unknown","positive"
"3274","the thing i like about frozen is that they ignore the disability as they initially view it for jesus youve known him a day","joy","negative"
"3275","the only good tory is a suppositorydayampfilibustered disability training for cab drive","joy","positive"
"3276","accommodating a peace corps in service disability like ptsd is contraindicatedharmful","joy","positive"
"3277","in light of college and careerreadiness expected of all students including individuals with disability this","unknown","positive"
"3278","the only good tory is a suppositorydayampfilibustered disability training for","joy","positive"
"3279","wordsofwisdom from dave hingsburgerdisability is not a bad word hwipce developmentaldisability disabilitypride","sadness","negative"
"3280","teacherswe offer free disability awareness training to schoolsget in touch to find out more","unknown","negative"
"3281","sterling hinchliffe qld transport minister totally responsibilityhe must own disability exemption of ub","unknown","positive"
"3282","why the publishing industry cant get disability rightthe establishmentits fairly common for","sadness","negative"
"3283","woman parks in restaurants handicap spot then a disability van driver teaches her a lesson","unknown","negative"
"3284","as a woman with a disability living in a very red area thank you so appreciated","joy","positive"
"3285","why americans with disabilities fear for their lives under the trump administration","fear","neutral"
"3286","an anxious oppositional kid may actually be one with a learning disability better awareness amp assessment can lead","fear","positive"
"3287","race religion ethnicity nationality gender sexual orientation gender identity and disabil","unknown","positive"
"3288","even if they have a disability or disorder it doesnt mean you should treat them differently this angers me a lot","unknown","negative"
"3289","according to the us department of veteran affairs the most common reported disability by veterans is tinnitus","unknown","positive"
"3290","miss our webinar this free video will help you unknot your employee leave and disability issues","unknown","positive"
"3291","true story donald trump did not mock a reporters disabilityshows just h","unknown","neutral"
"3292","beloved brother inspires emma to pursue career in learning disability nursingichosedmu","joy","positive"
"3293","that is very messed up and rude please fire her no one with a disability or disorder should be treated like that","joy","neutral"
"3294","yall be letting wild shit go unchecked because disability fuck that shit","unknown","negative"
"3295","both of these boys have found the ability in their disability bff bestfriend symbiotic","unknown","positive"
"3296","share the popcorn he plans to cut disability benefits which ive already been waiting on foryears as is fun times","unknown","negative"
"3297","disability access route to education dare","unknown","positive"
"3298","i mean the mocking by mimicking his disability was what the whole outrage was about not mocking per se","anger","negative"
"3299","getting cooperation from your doctor for your disability casedisability secrets","unknown","positive"
"3300","wasnt true thays why","unknown","positive"
"3301","special olympics chair texas standard of intellectual disability is horrificdeathpenalty brokenbeyo","unknown","positive"
"3302","these changemakers are undeterred by disability","unknown","positive"
"3303","be great if the brave amp inspirational tweets retranslated into action for ppl w dementia amp disability lls latelate","joy","positive"
"3304","complicated octopus indeed disability","unknown","negative"
"3305","artforsale interact centers actors and artists use art to challenge perceptions of disability","unknown","negative"
"3306","adult sibling survey
are you a sibling of someone with disability 
siblings australia would love to hear from http","joy","positive"
"3307","its cool its just some people with autism dont like it being called a disability","joy","positive"
"3308","please sign the petition it is important","joy","positive"
"3309","autism communityits time to collectively raise our voices amp make our needs known this affects us all

the","unknown","positive"
"3310","im assuming their disability is that theyre blind","unknown","negative"
"3311","iphone gamematch it upusadisability adhd us asd","unknown","positive"
"3312","understanding the potential of promoting disabilityinclusion by using models with a disability in your fashion","unknown","positive"
"3313","free autism rating scale testusadisability adhd us asd","unknown","positive"
"3314","ppl from overseas facedbarriers to entering the workforce why are they on disability pensions then","unknown","positive"
"3315","forms of blindness may be the first serious disability to be cured by gene therapyfuturist","unknown","negative"
"3316","want to work at mercy were hiring in saintlouis mo click for detailsjob healthcare jobs careerarc","unknown","positive"
"3317","ur twitter feed consists mostly of self publicity appearing show ur a worthy person why did you filibuster bill disability","unknown","neutral"
"3318","helenon latelate afterdays representing at ercvoices conferencea tireless advocate for disability rights lls","unknown","positive"
"3319","new wearingdiapers in my most recent manual wheelchair cerebralpalsy disability loveyourbody","unknown","positive"
"3320","new lookin serious in my diapers cerebralpalsy disability cp","unknown","negative"
"3321","were you exposed to disability management in your training in medical school foodforthoughtfriday","unknown","negative"
"3322","good list of places where you can take financial action may i also suggestas a place to support disability rights acti","joy","positive"
"3323","if you can defend in anyway someone being rude to someone with a mental disability you can go fuck yourself","unknown","negative"
"3324","this is a post about the work experience of a person with a developmental disabilitywriting","unknown","positive"
"3325","xboxthis change my world if i won disability gives toomuch empty time my xbox was stolen winning would change lonely days praying","unknown","negative"
"3326","paid for by disabled esa stolen money remember that you aresecond from disability or long term sickness","unknown","negative"
"3327","he was mocking him but not for disability guy backtracked oncelebration story","unknown","negative"
"3328","interact centers actors and artists use art to challenge perceptions of disability","unknown","negative"
"3329","the tories eventually that stinks really going to noticetoriesmustgo torydisability satire","unknown","positive"
"3330","great story on sports in the dark by theway to make an impact","joy","neutral"
"3331","this change my world if i won disability gives toomuch empty time my xbox was stolen winning would change lonely days praying","unknown","negative"
"3332","longterm disability series fibromyalgiachronic pain syndromepainful impact on work and lifecanadacanlab","unknown","neutral"
"3333","our animation made the news as part of a campaign to educate toddlers in kent about disability","unknown","positive"
"3334","my point is disability and homelessness is not a crime and wait until it happens to you and you realize there are no safe","unknown","neutral"
"3335","i dont think of kids that have a disability i dont think of them as being different thank you kyliewe","unknown","positive"
"3336","my nana was upset by it bc its discrimination against his disability but she voted for trump a man who literally made fun of a disability","unknown","negative"
"3337","fictional characters who might as well have been talking about disability inclusionbettertogether edchat","unknown","neutral"
"3338","parents conversation about autismcanberra asd disability adhd au","unknown","positive"
"3339","read this comment and sign the petition im against warehousing of people","unknown","positive"
"3340","read this comment and sign the petition this needs to stop","unknown","positive"
"3341","read this comment and sign the petition this is important cause i am getting abused","unknown","positive"
"3342","read this comment and sign the petition i was denied visits and phone calls they refused to give h","unknown","positive"
"3343","read this comment and sign the petition janis montesdeoca","unknown","positive"
"3344","what was yourminutes of fame by jennifer knapp wilkinsonsad judgement disability","unknown","positive"
